PixelID,TelID,EyeID,Status,Charge,Theta,Phi,TimeOffset,PulseStart,PulseCentroid,PulseStop,TraceBins
333,1,5,0,79.0323,34.6949,34.3991,0,598,0,611,0.380437 8.66551 3.14213 25.2357 16.9506 16.9506 39.0441 0.380437 -35.5216 -32.7599 3.14213 25.2357 -10.6663 -2.38125 3.14213 3.14213 -5.14295 -5.14295 25.2357
334,1,5,4,932.657,35.8912,33.3164,0,598,301.461,611,-9.26629 -22.491 -4.85806 -0.44982 -13.6745 43.6325 272.861 440.374 96.5314 -0.44982 -4.85806 -4.85806 34.8161 25.9996 21.5914 21.5914 -0.44982 -4.85806 -9.26629
312,1,5,0,119.699,36.0491,35.1595,0,598,0,611,-15.1094 18.5728 70.3915 13.3909 15.9818 13.3909 47.0731 5.6181 -15.1094 -12.5185 -17.7003 -2.15471 0.436229 18.5728 10.8 -12.5185 -4.74564 8.20904 -22.8822
356,1,5,0,106.269,35.7053,31.4812,0,598,0,611,17.9106 2.56425 2.56425 -5.10892 -8.9455 -1.27234 2.56425 -16.6187 6.40083 -5.10892 2.56425 6.40083 14.074 21.7472 2.56425 21.7472 25.5837 21.7472 -5.10892
335,1,5,0,145.898,37.2518,34.0645,0,598,0,611,-1.12062 -1.12062 31.6617 8.71407 -17.5118 -30.6247 28.3834 84.1133 25.1052 25.1052 2.15761 5.43584 -24.0682 -10.9553 18.5488 2.15761 -10.9553 8.71407 2.15761
311,1,5,0,24.5587,34.8319,36.2173,0,598,0,611,1.90747 -18.5383 -12.6966 -21.4591 -9.7758 -1.01335 4.82829 25.274 7.74911 16.5116 22.3532 25.274 4.82829 -6.85498 -9.7758 -9.7758 7.74911 7.74911 -9.7758
313,1,5,0,0,37.4024,35.9413,0,598,0,611,30.1491 -0.468639 6.33531 -3.87061 -3.87061 -10.6746 -7.27259 23.3452 -20.8805 -34.4884 -24.2825 -10.6746 6.33531 -10.6746 -7.27259 -7.27259 -20.8805 -3.87061 9.73729
336,1,5,0,85.6146,38.4387,32.9295,0,599,0,607,-18.9077 -3.89389 -28.9169 -36.4238 -26.4146 -6.3962 51.1568 106.207 28.6361 -6.3962 -8.8985 13.6222 18.6268 3.61302
377,1,5,0,0,34.3403,30.7834,0,598,0,611,-10.579 -17.6316 -14.1053 -10.579 -14.1053 -17.6316 -10.579 10.579 14.1053 -14.1053 -21.158 -24.6843 14.1053 -21.158 -31.7369 -10.579 10.579 -3.52633 -3.52633
355,1,5,0,0,34.5309,32.5874,0,598,0,611,-14.3602 -14.3602 -21.9879 19.9642 35.2195 19.9642 -10.5464 -25.8017 -21.9879 -10.5464 -10.5464 -10.5464 -2.91874 -10.5464 12.3366 -10.5464 -10.5464 19.9642 23.778
358,1,5,4,883.928,38.2349,31.0348,0,600,301.859,607,9.32273 27.9999 3.09699 -9.35449 3.09699 136.95 491.818 220.998 31.1128 12.4356 -3.12875 -12.4674 -12.4674
357,1,5,4,1370.81,37.0717,32.1958,0,599,301.364,606,7.23746 22.3283 -0.307977 -0.307977 18.5556 169.464 712.736 414.691 56.2828 7.23746 -7.85342 -15.3989 -0.307977
314,1,5,0,0,38.6119,34.834,0,599,0,606,-2.70736 -19.7333 11.4809 -16.8956 -22.5709 -19.7333 -19.7333 -11.2203 39.8575 -14.058 -11.2203 0.130301 -2.70736
290,1,5,0,0,36.1786,37.0094,0,598,0,611,5.67136 2.09713 -5.05134 -5.05134 -15.774 9.24559 -12.1998 -12.1998 -8.62557 -8.62557 -15.774 -8.62557 -5.05134 -26.4967 -37.2194 -12.1998 -15.774 2.09713 2.09713
378,1,5,0,48.6286,35.4917,29.6553,0,598,0,611,-17.7553 -14.6426 -5.30436 19.5975 -8.4171 -5.30436 19.5975 4.03385 -5.30436 -5.30436 7.14659 -8.4171 50.7249 50.7249 0.921116 -20.868 -20.868 -5.30436 13.3721
379,1,5,0,59.3902,36.8624,30.3368,0,598,0,611,6.38076 16.6881 47.6103 16.6881 9.81656 30.4313 -14.234 -10.7982 6.38076 6.38076 -21.1056 -7.36242 6.38076 -3.92662 -7.36242 -7.36242 9.81656 6.38076 -31.413
401,1,5,0,1.58157,36.6244,28.4885,0,599,0,607,-14.9119 -11.2216 -29.6732 21.9913 18.301 10.9203 -7.53126 14.6106 -3.84094 -7.53126 18.301 7.23001 -14.9119 -0.150625
382,1,5,2,640.226,40.5034,28.5812,0,658,335.088,683,-11.0847 -11.0847 -22.3611 -11.0847 11.4682 30.2623 26.5035 11.4682 49.0564 30.2623 75.3681 60.3328 18.9859 45.2976 15.227 41.5388 26.5035 -14.8435 -7.32586 -7.32586 56.574 56.574 34.0211 18.9859 34.0211 0.191776 0.191776 37.7799 0.191776 -11.0847 -7.32586
380,1,5,0,61.3595,38.0008,29.1516,0,599,0,607,22.0783 9.20885 -26.182 -22.9647 -3.66056 2.77415 22.0783 22.0783 18.8609 9.20885 9.20885 -13.3126 -0.443207 12.4262
337,1,5,0,0,39.8057,33.6847,0,600,0,607,-23.0338 -25.9522 6.14931 -2.60564 -20.1155 -17.1972 -11.3606 -23.0338 0.312677 14.9042 6.14931 6.14931 -11.3606
383,1,5,0,0,41.89,29.2572,0,658,0,683,34.6056 -2.25689 -2.25689 16.1744 13.1025 -8.40064 -23.76 -8.40064 3.88686 -29.9038 -20.6881 -5.32876 -29.9038 3.88686 25.39 31.5337 0.814987 6.95874 19.2462 6.95874 16.1744 0.814987 -17.6163 -17.6163 -5.32876 -5.32876 -23.76 -20.6881 -5.32876 -5.32876 -20.6881
405,1,5,0,132.855,41.6055,27.2832,0,658,0,683,-0.545829 16.5714 25.13 -0.545829 16.5714 -4.82513 -30.5009 -34.7802 -13.3837 16.5714 29.4093 3.73347 -0.545829 3.73347 3.73347 12.2921 16.5714 -4.82513 -30.5009 -26.2216 -17.663 3.73347 8.01277 16.5714 16.5714 16.5714 33.6886 37.9679 3.73347 -4.82513 20.8507
360,1,5,0,0,40.7594,30.5287,0,658,0,683,-21.8235 -14.6285 -11.031 -14.6285 -18.226 -3.83608 -7.43356 -7.43356 6.95634 -7.43356 -3.83608 14.1513 -0.238608 3.35887 14.1513 3.35887 14.1513 21.3462 -21.8235 -11.031 -14.6285 -18.226 3.35887 6.95634 -7.43356 -7.43356 -3.83608 -7.43356 -11.031 -3.83608 -14.6285
427,1,5,0,120.7,41.2874,25.3275,0,658,0,683,-21.3923 -9.09644 -6.02247 6.27341 -2.9485 12.4213 33.9391 37.0131 12.4213 -15.2444 -24.4663 -9.09644 9.34737 27.7912 15.4953 12.4213 9.34737 -2.9485 -18.3183 -21.3923 -27.5403 -21.3923 15.4953 15.4953 -6.02247 21.6432 3.19944 27.7912 9.34737 15.4953 21.6432
404,1,5,0,7.66055,40.2149,26.6494,0,658,0,683,10.1088 -1.50052 10.1088 2.36924 -5.37028 10.1088 -5.37028 -13.1098 -9.24004 -9.24004 -1.50052 -5.37028 25.5878 17.8483 -5.37028 -20.8493 -1.50052 25.5878 25.5878 -16.9796 -28.5889 -16.9796 -9.24004 17.8483 10.1088 13.9785 25.5878 6.239 -16.9796 -9.24004 -16.9796
119,1,5,0,69.1185,42.5369,53.6288,0,535,0,555,-3.1139 -13.1192 -26.4597 -16.4543 16.8968 16.8968 -6.44902 6.89143 6.89143 20.2319 20.2319 16.8968 13.5616 3.55632 20.2319 26.9021 16.8968 -6.44902 -6.44902 -16.4543 -3.1139 6.89143 6.89143 -9.78413 -23.1246 0.221206
140,1,5,0,91.7162,41.4492,50.4585,0,535,0,555,-15.5868 -9.48895 17.9512 14.9023 21.0001 2.70669 -0.342225 17.9512 17.9512 5.75559 -9.48895 -21.6846 -9.48895 2.70669 17.9512 -18.6357 -15.5868 -9.48895 2.70669 17.9512 24.0491 14.9023 8.8045 2.70669 14.9023 -3.39113
73,1,5,0,0,39.6084,57.1482,0,181,0,196,5.52635 -1.24343 2.14146 2.14146 -1.24343 -48.6319 -21.5528 -1.24343 8.91124 -11.3981 -4.62832 -4.62832 5.52635 -4.62832 5.52635 22.4508 -14.783 -8.01321 35.9904 15.681 5.52635
182,1,5,0,47.8996,38.9919,46.3801,0,220,0,246,-4.63425 2.63226 -19.1673 -19.1673 17.1653 -8.26751 -19.1673 -1.001 24.4318 31.6983 49.8646 64.3976 2.63226 -15.534 -1.001 9.89877 17.1653 13.532 -15.534 -11.9008 -8.26751 -1.001 -26.4338 -15.534 -26.4338 2.63226 -1.001 -8.26751 -1.001 6.26551 6.26551 2.63226
184,1,5,0,0,41.5885,46.4557,0,220,0,246,-6.55648 2.77817 -6.55648 9.00127 2.77817 -9.66803 -12.7796 -19.0027 -9.66803 -9.66803 -19.0027 -19.0027 24.559 15.2244 -3.44493 -0.33338 -9.66803 -19.0027 -22.1142 27.6706 37.0052 9.00127 2.77817 24.559 -9.66803 12.1128 -15.8911 -3.44493 5.88972 -9.66803 -22.1142 -6.55648
95,1,5,0,4.32255,39.8057,55.2153,0,181,0,196,-14.4815 1.13542 8.94388 -10.5773 -10.5773 -22.29 -10.5773 -10.5773 -18.3858 -22.29 -6.67305 24.5608 20.6566 32.3693 1.13542 -6.67305 20.6566 12.8481 28.4651 -6.67305 -6.67305
74,1,5,0,69.0915,40.9825,56.4096,0,181,0,196,-22.5541 -2.12887 12.4606 0.789021 18.2964 50.3932 29.9679 3.70691 29.9679 24.1321 -7.96465 -13.8004 0.789021 -2.12887 -5.04676 -28.3899 -25.472 9.54269 27.05 -22.5541 -7.96465
52,1,5,2,395.161,40.7594,58.3713,0,181,94.7955,196,-2.83948 -2.83948 -9.46493 13.7242 7.0987 30.2878 36.9132 13.7242 13.7242 23.6623 30.2878 7.0987 33.6005 50.1641 40.226 46.8514 23.6623 -6.15221 30.2878 -6.15221 -22.7158
31,1,5,0,0,41.6055,61.6168,0,181,0,196,10.4382 -2.84678 -10.8177 -8.16076 10.4382 2.46721 -13.4747 -16.1317 -10.8177 -2.84678 -0.189785 -8.16076 10.4382 10.4382 -21.4457 -8.16076 13.0952 2.46721 -13.4747 5.1242 13.0952
30,1,5,0,107.976,40.5034,60.3188,0,181,0,196,-21.7271 -7.69112 -2.07675 6.34482 11.9592 -10.4983 -7.69112 20.3808 14.7664 20.3808 -7.69112 -10.4983 6.34482 42.8383 20.3808 28.8023 -7.69112 -13.3055 -7.69112 0.730442 31.6095
160,1,5,0,0,38.9442,48.3084,0,220,0,246,-18.6409 -27.8285 -9.45327 -15.5784 -18.6409 -3.32818 -12.5158 5.85946 15.0471 -0.265629 -6.39072 -6.39072 -15.5784 -0.265629 21.1722 -18.6409 -24.766 -9.45327 8.92201 -3.32818 -12.5158 15.0471 2.79692 -0.265629 30.3598 -18.6409 -15.5784 -9.45327 21.1722 5.85946 5.85946 -18.6409
139,1,5,0,224.466,40.1033,51.3206,0,535,0,555,3.56705 0.189553 13.6995 64.362 17.077 6.94455 6.94455 30.587 47.4745 13.6995 -9.94294 -16.6979 17.077 30.587 27.2095 0.189553 13.6995 -3.18794 -26.8304 -9.94294 -9.94294 3.56705 6.94455 -9.94294 -3.18794 10.322
204,1,5,0,0,39.0078,44.45,0,220,0,246,-31.6735 -31.6735 -12.8613 18.4922 5.95077 -0.319934 5.95077 -12.8613 -6.59064 -3.45529 5.95077 -3.45529 24.7629 27.8982 -0.319934 2.81542 2.81542 2.81542 -9.72599 -15.9967 -12.8613 -3.45529 2.81542 -12.8613 -28.5381 2.81542 37.3043 -0.319934 9.08612 -12.8613 -12.8613 -12.8613
51,1,5,0,30.0553,39.3793,59.0692,0,181,0,196,14.3962 2.02053 -10.3552 -2.10471 2.02053 18.5215 -18.6057 -18.6057 6.14577 14.3962 -14.4804 -10.3552 -2.10471 6.14577 14.3962 10.271 10.271 14.3962 14.3962 -18.6057 -2.10471
53,1,5,0,120.113,41.89,59.6428,0,181,0,196,4.34939 11.5433 7.94636 -17.2324 -6.44151 -2.84454 -6.44151 15.1403 33.1251 18.7373 33.1251 0.752427 -2.84454 -10.0385 -6.44151 22.3342 -6.44151 -31.6203 7.94636 29.5282 25.9312
75,1,5,0,231.564,42.1405,57.6521,0,181,0,196,10.851 33.0052 18.2358 18.2358 40.3899 10.851 -7.61079 -7.61079 10.851 10.851 -22.3802 -18.6879 3.4663 10.851 25.6205 36.6976 14.5434 7.15866 21.9281 14.5434 -0.226063
96,1,5,0,45.4496,41.1721,54.4357,0,535,0,555,-9.18662 8.58223 14.5052 -12.1481 -9.18662 23.3896 14.5052 -6.22514 -3.26367 5.62076 -12.1481 -9.18662 23.3896 -0.302191 2.65928 20.4281 5.62076 -6.22514 -12.1481 5.62076 14.5052 23.3896 2.65928 -9.18662 -12.1481 -18.071
117,1,5,0,142.474,39.9708,53.2722,0,535,0,555,13.9389 10.5024 -6.68013 27.6848 0.192865 -20.4261 10.5024 13.9389 7.06586 24.2483 24.2483 -23.8626 -6.68013 -13.5531 -20.4261 -3.24363 -3.24363 20.8118 20.8118 3.62936 7.06586 -3.24363 0.192865 10.5024 27.6848 20.8118
118,1,5,2,391.331,41.3278,52.4513,0,535,272.593,555,-13.1606 -3.71196 -0.562419 -3.71196 30.933 75.0267 15.1853 2.58713 18.3349 -0.562419 -3.71196 18.3349 40.3817 21.4844 5.73667 30.933 -0.562419 -0.562419 40.3817 43.5312 12.0358 27.7835 15.1853 2.58713 -16.3101 12.0358
138,1,5,0,5.73765,38.8649,50.2333,0,220,0,246,20.2109 3.34218 -24.7723 6.15363 -5.09216 -2.28071 -2.28071 -7.90361 0.530732 14.588 8.96507 20.2109 -10.7151 -24.7723 -5.09216 -16.338 -10.7151 14.588 6.15363 -10.7151 -7.90361 6.15363 11.7765 6.15363 0.530732 8.96507 6.15363 14.588 6.15363 -7.90361 -10.7151 -2.28071
141,1,5,0,61.3531,42.6819,51.6002,0,535,0,555,-19.0863 -1.38481 -4.33506 -4.33506 10.4162 25.1674 13.3664 -27.937 -19.0863 4.51568 -1.38481 -1.38481 -13.1858 -4.33506 1.56544 1.56544 -16.136 -1.38481 -4.33506 -4.33506 28.1177 45.8191 28.1177 25.1674 1.56544 -1.38481
161,1,5,0,0,40.2029,49.3624,0,220,0,246,27.5556 24.0846 -10.6256 -7.15455 -14.0966 -10.6256 13.6716 -3.68353 -31.4517 -14.0966 -0.212511 -3.68353 -14.0966 -7.15455 20.6136 44.9107 20.6136 10.2005 -3.68353 13.6716 10.2005 3.25851 -10.6256 -0.212511 -14.0966 -10.6256 -24.5096 -10.6256 -7.15455 -0.212511 10.2005 -3.68353
162,1,5,0,0,41.5362,48.4593,0,220,0,246,-13.1014 18.7437 12.9537 -7.31138 -1.52136 -21.7864 -24.6814 -10.2064 -15.9964 -7.31138 -15.9964 12.9537 10.0587 -4.41637 1.37365 -13.1014 -1.52136 -4.41637 -15.9964 -4.41637 4.26866 -15.9964 1.37365 7.16367 4.26866 -13.1014 -1.52136 10.0587 -1.52136 10.0587 -24.6814 -30.4715
183,1,5,2,560.815,40.2694,47.3994,0,220,118.092,246,6.89027 -12.4948 -6.03311 -12.4948 10.1211 32.737 29.5062 13.352 0.428582 -2.80226 3.65943 19.8137 26.2753 35.9679 -6.03311 19.8137 35.9679 35.9679 29.5062 29.5062 32.737 6.89027 10.1211 35.9679 6.89027 -6.03311 61.8146 61.8146 35.9679 13.352 -25.4182 -31.8799
205,1,5,0,0,40.3027,45.4334,0,220,0,246,-15.8937 -9.93169 -0.988606 -12.9127 -33.7799 -9.93169 19.8786 31.8027 13.9165 4.97345 1.99242 -18.8748 -39.742 -0.988606 13.9165 10.9355 1.99242 -6.95066 -0.988606 -18.8748 -9.93169 -15.8937 -18.8748 -21.8558 -27.8179 -0.988606 10.9355 -0.988606 -3.96964 -6.95066 -18.8748 -12.9127
869,2,5,0,76.1152,44.2155,69.7832,0,607,0,618,6.57831 6.57831 -7.7081 -21.9945 3.00671 28.0079 35.1511 53.0091 42.2943 10.1499 -11.2797 -0.564896 -11.2797 -21.9945 -25.5661 -11.2797 3.00671
867,2,5,4,383.124,41.7691,70.599,0,606,305.409,614,-4.23217 -9.40043 3.52022 19.025 -22.3211 21.6091 81.0441 143.063 83.6282 13.8567 29.3615 13.8567 -19.7369 -14.5687
844,2,5,0,43.1932,40.7003,71.9359,0,606,0,614,1.97296 20.14 14.9494 14.9494 9.75885 25.3306 22.7353 -0.622342 -11.0035 -16.1941 -8.40824 -13.5988 -16.1941 -0.622342
825,2,5,4,1960.01,44.8839,73.8876,0,608,307.513,619,-0.176923 8.4923 -14.6256 -3.06666 25.8308 37.3897 34.5 20.0513 138.531 543.094 829.179 277.238 48.9487 -0.176923 8.4923 -8.84615 -8.84615
847,2,5,4,511.372,44.5681,71.8236,0,609,306.767,618,8.26999 0.23238 -15.8428 -13.1636 8.26999 56.4957 128.834 193.135 80.6085 29.7036 16.3076 13.6284 -2.44682 -7.80523 -37.2765
845,2,5,0,0,42.0926,72.5679,0,606,0,619,-5.93908 -16.6431 -19.3191 -13.9671 -30.0231 -3.26308 -5.93908 -0.587082 4.76492 -0.587082 26.1729 -8.61508 -21.9951 -3.26308 2.08892 4.76492 10.1169 4.76492 -19.3191
846,2,5,4,2341.15,43.1671,71.203,0,607,306.039,615,-16.0128 -8.78124 -1.54963 17.7347 -16.0128 5.68198 203.346 849.369 974.717 287.715 34.6084 -16.0128 -16.0128 -1.54963
826,2,5,0,82.9844,45.9715,72.4636,0,608,0,619,-3.03113 -3.03113 -0.228765 -5.8335 -0.228765 2.5736 2.5736 -5.8335 2.5736 13.7831 30.5973 30.5973 -3.03113 -5.8335 5.37597 13.7831 8.17834
823,2,5,0,0,42.3821,74.5558,0,610,0,619,-16.5597 -4.83391 -0.143581 -2.48875 9.23707 20.9629 9.23707 6.89191 -18.9049 -16.5597 -16.5597 -11.8694 -0.143581 4.54675 -9.52424
824,2,5,4,1671.66,43.4873,73.2175,0,610,306.971,619,-1.70219 -19.6669 -17.1005 -14.5341 11.1297 208.741 819.54 488.477 95.8203 18.8289 34.2271 3.43057 5.99695 -6.83495 -11.9677
848,2,5,0,126.122,45.6225,70.3712,0,609,0,618,-6.48593 -3.33929 18.6872 34.4204 12.3939 -3.33929 12.3939 2.95399 9.24727 -22.2191 -6.48593 28.1271 34.4204 6.10063 9.24727
761,2,5,0,65.5803,48.1624,79.7208,0,615,0,630,-8.76902 5.92096 -5.83103 -11.707 -23.459 -14.645 5.92096 14.735 17.673 32.3629 67.6189 47.0529 23.549 26.4869 -11.707 -11.707 -2.89303 -14.645 -29.335 -23.459 -17.583
780,2,5,0,175.072,44.0197,77.3053,0,612,0,623,-9.84436 5.04371 10.9989 -0.911515 -15.7996 -15.7996 25.887 73.5289 67.5736 52.6855 19.9318 16.9542 -33.6653 -21.7548 -30.6877 8.02133 22.9094
832,2,5,2,497.428,53.3494,69.4866,0,1206,608.596,1227,-12.5706 -12.5706 -4.8308 8.06888 26.1284 18.3886 15.8087 59.6676 8.06888 5.48895 33.8683 20.9686 23.5485 15.8087 23.5485 18.3886 15.8087 20.9686 18.3886 51.9278 44.188 36.4482 18.3886 5.48895 8.06888 0.329074 -4.8308
803,2,5,4,1870.27,45.1622,75.973,0,612,308.547,623,-5.5089 -5.5089 -8.26335 11.0178 5.5089 35.8078 250.655 674.84 572.925 179.039 49.5801 52.3345 30.2989 5.5089 2.75445 11.0178 8.26335
802,2,5,0,233.415,43.7717,75.2523,0,608,0,623,-3.96448 9.34096 -25.2532 -11.9477 -1.30339 6.67987 -6.62557 -11.9477 4.01879 46.5962 139.734 94.4958 14.6631 6.67987 9.34096 -3.96448 -6.62557 -14.6088 -19.931 17.3242 -9.28665
805,2,5,0,83.8906,47.6805,75.3016,0,614,0,621,-27.6371 -5.05504 -2.23228 0.590475 45.7546 28.8181 11.8815 14.7043 17.527 40.1091 11.8815 -19.1688 -33.2826
781,2,5,4,942.004,45.4021,78.0775,0,614,309.286,622,-7.76377 -5.17585 -18.1155 0 20.7034 59.5222 173.391 370.073 232.913 64.6981 23.2913 -2.58792 -7.76377 -20.7034
804,2,5,0,365.288,46.2819,74.5812,0,608,0,623,-19.9862 -7.15942 10.798 10.798 -12.2901 -7.15942 3.10198 -2.02872 0.53663 8.23268 36.4515 46.7129 90.3239 59.5397 18.4941 3.10198 26.1901 26.1901 21.0594 23.6248 28.7555
783,2,5,0,0,47.9427,77.5009,0,614,0,623,-13.5099 -26.4899 -31.6819 -39.47 -10.9138 2.06621 17.6423 12.4503 12.4503 2.06621 -13.5099 -21.2979 -16.1059 -5.72182 -8.31784
875,2,5,0,0,51.4627,66.5981,0,365,0,390,-13.2614 -13.2614 -10.2426 -13.2614 -1.18598 -10.2426 -7.22371 22.9649 1.83288 -13.2614 -22.318 -25.3369 -37.4123 -4.20485 16.9272 7.87061 7.87061 -22.318 -10.2426 1.83288 -31.3746 -19.2992 7.87061 1.83288 -10.2426 7.87061 4.85174 1.83288 25.9838 22.9649 10.8895
782,2,5,4,558.822,46.5527,76.7213,0,614,309.104,621,-10.2022 -4.60881 3.78122 3.78122 9.37457 48.528 163.192 219.125 87.6815 28.9513 -1.81213 -18.5922 -1.81213
758,2,5,0,99.1623,44.2307,79.3743,0,614,0,622,6.63634 28.5235 12.8898 9.76308 -5.87061 9.76308 28.5235 28.5235 -5.87061 -5.87061 16.0166 3.5096 -24.631 -2.74387
760,2,5,4,902.786,46.7833,78.8813,0,615,310.028,623,-0.640256 16.9284 -0.640256 9.39895 6.88915 19.4382 87.2028 272.928 368.301 119.83 -3.15006 21.948 1.86955 -5.65986
716,2,5,4,469.7,47.1209,83.2488,0,620,312.323,631,-2.40465 24.8388 -10.5777 -16.0264 11.2171 109.294 169.229 79.3258 13.9414 24.8388 16.6658 16.6658 19.3901 27.5632 -2.40465 -16.0264 0.319694
737,2,5,0,0,45.7646,82.3331,0,617,0,631,-3.46993 -23.3894 -17.6981 -14.8525 19.2952 -3.46993 -9.16121 -0.624298 -9.16121 24.9864 10.7582 -3.46993 -26.235 -43.3088 -31.9263 -23.3894 -6.31557 -6.31557 -6.31557 -3.46993
759,2,5,0,2.83963,45.6031,80.1984,0,614,0,625,-19.1446 -24.2743 -19.1446 3.93885 -6.32048 -21.7095 -26.8391 -14.015 32.152 50.1058 32.152 34.7168 29.5872 19.3278 -8.88531 -26.8391 -31.9688
717,2,5,4,705.749,48.4721,84.2086,0,620,312.398,629,-15.4395 -31.0785 -31.0785 0.199477 21.0515 10.6255 109.672 258.243 206.113 67.9684 49.7229 -2.40702 -15.4395 -2.40702 -15.4395
739,2,5,4,496.457,48.3391,81.9579,0,620,311.943,630,-9.62262 10.7945 0.585951 0.585951 0.585951 110.328 222.622 112.88 21.0031 -7.07048 5.69023 23.5552 13.3467 -7.07048 -12.1748 21.0031
696,2,5,0,187.449,49.8169,85.2175,0,620,0,630,3.00844 12.728 12.728 -0.231418 12.728 9.48815 6.24829 -6.71113 25.6874 54.8461 61.3259 32.1671 6.24829 -16.4307 -13.1908 -13.1908
738,2,5,4,835.387,46.9728,81.0582,0,617,310.833,625,-15.3246 -12.2249 6.37338 9.47309 3.27367 28.0713 152.06 325.643 251.25 52.869 12.5728 0.173963 12.5728 12.5728
715,2,5,0,93.2228,45.8861,84.4786,0,620,0,631,6.10069 0.856237 -27.9883 -12.2549 -7.01044 -1.76599 -4.38822 16.5896 34.9452 13.9674 27.0785 45.4341 6.10069 3.47846 -9.63267 -7.01044 8.72292
740,2,5,0,47.0052,49.5387,80.6006,0,620,0,630,-27.9929 1.43309 28.184 14.8085 -11.9424 -19.9677 1.43309 -14.6175 -9.26729 17.4836 9.45836 12.1335 1.43309 -1.24201 22.8338 22.8338
651,2,5,0,26.0613,48.6055,91.0043,0,626,0,636,0.659446 -4.51061 3.24447 10.9996 -7.09563 13.5846 21.3397 18.7546 10.9996 10.9996 -17.4357 -27.7758 -9.68066 10.9996 -4.51061 -4.51061
672,2,5,0,145.269,47.2908,87.6582,0,622,0,630,29.8477 -3.84426 -13.033 17.5961 -0.781354 -0.781354 23.7219 8.40737 8.40737 29.8477 17.5961 11.4703 -3.84426 20.659
694,2,5,0,124.566,47.227,85.45,0,620,0,631,-11.6581 14.048 22.6166 -8.80183 8.33551 25.4729 19.7604 5.47929 -8.80183 -3.08939 14.048 8.33551 -0.233161 14.048 11.1917 8.33551 5.47929
718,2,5,0,0,49.7008,82.9024,0,620,0,630,-13.9366 -21.9943 -0.507033 31.7238 7.55068 -8.56475 -13.9366 -0.507033 23.6661 23.6661 -19.3084 -16.6225 -24.6802 -21.9943 -13.9366 10.2366
855,2,5,0,0,54.3344,67.628,0,1206,0,1227,5.46941 38.0303 28.0115 -24.5868 -9.55868 -19.5774 -7.054 20.4975 15.4881 -17.0727 -34.6055 -19.5774 2.96472 -2.04464 0.460044 -17.0727 10.4788 -7.054 -14.568 -2.04464 0.460044 -4.54932 2.96472 2.96472 -2.04464 -17.0727 -24.5868
674,2,5,0,404.729,49.8868,87.5415,0,622,0,633,1.01624 1.01624 9.20186 25.5731 9.20186 -12.6265 -9.89792 -12.6265 77.4154 101.972 96.5152 50.13 33.7587 -4.44084 -12.6265 31.0302 20.116
833,2,5,0,0,54.7823,70.0969,0,1206,0,1227,-0.993672 -18.9321 -24.0573 4.13158 9.25684 4.13158 9.25684 -11.2442 -8.68155 1.56896 -3.5563 -6.11893 -3.5563 -0.993672 -13.8068 27.1952 1.56896 -8.68155 11.8195 11.8195 -8.68155 -8.68155 -8.68155 11.8195 -13.8068 -11.2442 -3.5563
673,2,5,0,285.925,48.6055,88.7357,0,622,0,633,-11.6087 6.67731 24.9633 1.45275 -6.3841 -8.99638 -8.99638 30.1878 45.8615 82.4335 64.1475 53.6984 19.7387 -3.77181 -11.6087 -8.99638 17.1264
695,2,5,4,763.79,48.561,86.4692,0,622,313.31,630,0.338735 19.7031 -2.4276 22.4694 3.10507 22.4694 122.057 301.869 224.412 66.7307 3.10507 -2.4276 -2.4276 8.63773
853,2,5,0,168.476,51.9186,68.9035,0,1206,0,1227,13.8383 4.78722 -7.28089 -1.24683 16.8553 -7.28089 1.77019 4.78722 1.77019 -1.24683 -22.366 -13.3149 19.8724 -7.28089 1.77019 22.8894 4.78722 4.78722 37.9745 28.9234 40.9916 7.80425 -10.2979 13.8383 31.9405 -16.332 -4.26386
652,2,5,4,491.946,49.9101,89.87,0,626,315.042,633,17.1245 11.4453 0.0869265 -14.1111 0.0869265 73.9165 193.18 167.623 59.7185 14.2849 -2.75267 -11.2715 -5.59227
675,2,5,0,115.22,51.2031,88.6729,0,626,0,633,8.05113 18.6065 0.134634 -2.5042 15.9676 26.523 18.6065 -2.5042 -15.6984 18.6065 21.2453 2.77347 5.4123
653,2,5,0,319.287,51.2031,91.0671,0,624,0,645,11.4196 11.4196 30.5966 5.94041 5.94041 0.461255 0.461255 -5.0179 11.4196 8.67999 33.3362 25.1175 19.6383 19.6383 33.3362 0.461255 11.4196 11.4196 5.94041 33.3362 3.20083 -5.0179 3.20083 11.4196 19.6383 3.20083 8.67999
629,2,5,0,0,48.561,93.2708,0,628,0,636,-20.2247 -3.99194 12.2408 2.50117 -29.9644 -20.2247 -13.7316 -0.745383 -20.2247 -7.2385 2.50117 2.50117 -10.4851 -3.99194
608,2,5,0,344.321,49.8169,94.5225,0,622,0,645,-18.7591 -4.23593 0.605133 -4.23593 0.605133 15.1283 -1.8154 -1.8154 10.2873 12.7078 12.7078 0.605133 3.02566 58.6979 126.473 24.8104 -28.4412 -1.8154 19.9694 0.605133 3.02566 22.3899 5.4462 7.86673 49.0158 41.7542 12.7078 -6.65646 -16.3386
630,2,5,4,417.338,49.8868,92.1985,0,628,315.991,636,-6.61169 -15.0266 -1.00177 -15.0266 -9.41665 66.3172 200.955 125.221 55.0974 4.60815 -6.61169 -3.80673 -15.0266 -15.0266
