EventID,Rec_Level,Event_Class,Primary,Gen_LogE,Gen_CosZenith,Gen_Xmax,Gen_dEdXmax,Gen_SDPPhi,Gen_SDPTheta,Gen_Chi0,Gen_Rp,Gen_T0,Gen_CoreEyeDist,Gen_CherenkovFraction,Rec_LogE,Rec_CosZenith,Rec_Xmax,Rec_dEdXmax,Rec_SDPPhi,Rec_SDPTheta,Rec_Chi0,Rec_Rp,Rec_T0,Rec_CoreEyeDist,Rec_CherenkovFraction,Pixel_Start,Pixel_End
Batch_300001579:Shower_2610,10,0,2212,16.7669,0.631338,575.737,0.0904975,-2.80323,0.68671,1.47965,1432.03,29978.2,1438,89.0534,16.7509,0,595.105,0.0783665,-2.79521,0.684845,1.48801,1418.19,29977,1422.93,90.8035,6461,6520
Batch_300001579:Shower_7994,5,0,7014,15.9738,0.834479,523.787,0.0132969,1.07053,2.13801,1.42521,727.925,29992.9,735.708,93.5807,-inf,0,0,0,0.423475,2.48774,1.12478,338.957,29539.5,364.069,-123,6520,6589
Batch_300001761:Shower_5760,10,0,2212,15.9286,0.717302,540.336,0.0118483,2.11386,2.26554,1.93658,1031.18,29987.3,1104.23,89.5674,16.0557,0,549.013,0.0154594,2.05731,2.25746,1.98024,1131.14,29951.3,1224.2,93.4749,6589,6615
Batch_300001761:Shower_6424,10,4,2004,15.4749,0.751255,599.508,0.00429075,-2.72053,1.09527,1.00646,833.424,29992.1,986.363,93.4989,15.6712,0,826.521,0.00622464,-2.79305,1.14861,1.01455,789.814,29934.1,928.933,94.5159,6615,6635
Batch_300000603:Shower_4293,5,4,2212,15.8743,0.56389,638.942,0.0130255,-0.475792,0.611535,1.75917,702.597,29995.9,715.249,98.4012,-inf,0,0,0,0.495449,0.618776,2.02189,277.847,29036.5,297.701,-123,6635,6675
Batch_300000603:Shower_8354,10,7,2004,16.5952,0.547458,680.373,0.0533832,-2.42063,0.580527,1.51131,2747.16,28929.7,2752.03,73.0828,16.7656,0,849.42,0.0791412,-2.37011,0.566473,1.58618,2618.36,28816,2614.25,76.4302,6675,6703
Batch_300001186:Shower_5185,10,1,26056,15.8344,0.799653,495.165,0.00967903,-3.08307,1.44132,0.937855,1153.58,28982.8,1430.73,88.9348,15.8634,0,688.204,0.00973494,-3.09539,1.46137,0.975894,994.09,28935.4,1196.87,90.5388,6703,6726
Batch_300001186:Shower_5351,5,0,7014,16.6127,0.855574,589.172,0.0581156,2.11561,1.81283,1.07846,549.694,29996.4,623.782,93.1575,-inf,0,0,0,1.78355,1.54762,2.97741,374.3,30948.1,1925.03,-123,6726,6875
Batch_300000012:Shower_297,10,1,2212,16.1799,0.93589,618.519,0.0240841,3.08499,1.62443,1.21446,1087.38,29973.2,1160.27,65.9166,16.3051,0,587.814,0.0273475,3.08333,1.6272,1.22333,1090.56,29944,1159.33,69.8271,6875,6918
Batch_300000012:Shower_789,10,4,7014,15.5914,0.716368,602.718,0.00559954,0.732504,1.67663,2.33694,1057.6,28986.8,1467.68,88.5629,15.5949,0,662.986,0.00526237,0.740211,1.68541,2.34682,1017.11,28997.7,1423.73,93.6018,6918,6936
Batch_300000012:Shower_2606,5,1,7014,16.5595,0.710466,645.941,0.0496341,-1.59656,1.28699,2.30809,1223.81,29982.1,1653.15,80.1353,-inf,0,0,0,-1.33095,1.14304,0.819322,463.417,28015.4,701.893,-123,6936,6967
Batch_300000012:Shower_2622,5,0,7014,16.5595,0.710645,645.941,0.0496341,-2.99692,0.794605,1.48042,322.924,29999.4,324.247,97.2466,-inf,0,0,0,0.986933,1.07608,0.593477,-136.826,31130.8,-115.008,-123,6967,7054
Batch_300000012:Shower_5965,10,0,26056,16.6585,0.71859,559.91,0.0649268,-1.41461,0.80185,1.5625,2229.99,29939.3,2230.07,74.9697,16.8402,0,689.643,0.0967122,-1.41628,0.800355,1.58167,2250.92,29853.6,2248.8,45.097,7054,7146
Batch_300000012:Shower_9281,5,4,26056,15.8492,0.792429,490.771,0.0096924,-2.47099,0.939388,1.76207,794.316,29992.3,809.071,92.5011,-inf,0,0,0,-2.42715,0.926981,2.10995,816.808,29361,959.993,-123,7146,7193
Batch_300000138:Shower_2970,10,1,26056,16.4052,0.590371,538.192,0.0351741,-1.66733,0.738819,1.06855,2018.18,28959.2,2302.54,87.3902,16.7625,0,250.866,0.0808988,-1.70816,0.766977,1.00606,2385.73,29006.1,2852.05,90.1836,7193,7217
Batch_300000138:Shower_8816,5,5,2212,15.4896,0.737825,712.454,0.00439511,1.89464,1.69761,0.838748,148.207,30000.6,199.255,99.2172,-inf,0,0,0,-0.38626,3.10459,1.52994,103.625,29974.3,109.507,-123,7217,7267
Batch_300000138:Shower_9178,10,1,7014,16.3837,0.672047,562.916,0.0327934,-0.840087,0.992116,2.20917,1964.83,28955.5,2446.66,64.6838,16.297,0,795.403,0.0264237,-0.790944,1.00414,2.27113,1654.26,28944.5,2163.53,77.2114,7267,7284
Batch_300001970:Shower_2251,5,5,26056,15.7677,0.880169,571.712,0.007592,2.69838,1.62669,1.07906,510.748,29996.1,579.398,94.471,-inf,0,0,0,8.45614,1.2495,2.48137,110.808,31073.1,236.047,-123,7284,7308
Batch_300001970:Shower_2361,10,1,2004,16.0719,0.587844,557.746,0.0166478,-0.554024,0.712052,2.02192,1647.84,29973.2,1831.02,85.6756,16.0996,0,641.286,0.0166879,-0.844598,0.686379,1.80906,1617.11,29938.3,1695.71,90.1773,7308,7331
Batch_300001970:Shower_4748,5,5,7014,15.5136,0.809325,508.371,0.00469108,-2.93382,1.43495,0.95595,84.2959,30000.8,103.195,99.4267,-inf,0,0,0,0.262504,1.93668,2.35743,-21.6841,29329.2,2.60228,-123,7331,7437
Batch_300001970:Shower_5414,9,7,2004,16.6567,0.446518,610.589,0.0690031,1.26963,2.41603,2.40263,1825.02,29974.4,2709.65,93.1408,-inf,0,0,0,1.63563,2.53387,2.0976,2007.73,29956.2,2383.51,89.138,7437,7476
Batch_300001970:Shower_8985,3,6,7014,16.7978,0.52267,573.536,0.098368,2.59064,1.7118,2.58436,3375.98,15465.4,6383.79,62.2555,-inf,0,0,0,-0.54408,-0.032994,0.00329171,-68.9851,267.027,-nan,-123,7476,7485
Batch_300001367:Shower_9383,10,4,7014,16.074,0.670292,597.552,0.0175769,1.87335,1.87,0.777163,1427.26,29977.3,2035.28,92.5088,16.0662,0,696.548,0.0153558,1.86248,1.87945,0.791672,1354.5,29964.5,1900.12,94.0816,7485,7522
Batch_300000038:Shower_406,10,4,2212,16.0201,0.759908,683.418,0.0173789,-1.25632,0.944228,1.92413,1193.44,28982.2,1272.02,76.1929,16.1187,0,708.452,0.0176278,-1.29476,0.940754,1.9124,1250.04,28939.9,1326.48,79.3802,7522,7554
Batch_300000038:Shower_1607,10,0,7014,16.073,0.68774,561.075,0.0154919,1.76518,2.2969,1.97384,1056.63,29987,1148.67,91.4568,16.0304,0,613.877,0.0142704,1.78491,2.30102,1.96756,1036.79,29978.1,1125.78,93.6088,7554,7594
Batch_300000038:Shower_3501,10,0,26056,16.9229,0.96019,622.943,0.119781,-2.52902,1.77957,1.37778,2430.23,28236.8,2476.22,22.4062,16.9628,0,611.053,0.127291,-2.52325,1.77593,1.30892,2464.41,28541.7,2553.41,21.7679,7594,7655
Batch_300000038:Shower_5174,10,7,26056,16.1772,0.52559,501.237,0.0213228,0.327828,1.19039,2.53927,1754.97,29971.7,3097.6,87.2027,16.4387,0,221.911,0.0378942,0.345714,1.21603,2.51025,1931.37,30030,3279.14,90.1425,7655,7682
Batch_300000038:Shower_5198,10,2,26056,16.1772,0.525874,501.237,0.0213228,-0.513249,0.608903,1.9742,1742.58,28972.3,1894.66,95.749,16.2221,0,667.461,0.0227511,-0.850862,0.59384,1.75286,1622.81,28849.9,1683.69,90.6937,7682,7707
Batch_300000038:Shower_5336,10,1,2212,16.3364,0.529854,649.282,0.0367163,-0.0297255,1.45888,2.57857,1955.38,28965,3663.53,73.7303,16.4739,0,535.168,0.0420125,-0.0267108,1.46155,2.56578,2080.32,28971.3,3823.24,83.6641,7707,7741
Batch_300000038:Shower_7735,10,1,7014,17.0826,0.912321,633.887,0.174594,-2.0521,1.53701,1.14979,2448.28,27908.5,2682.52,40.1986,17.2263,0,707.203,0.238815,-2.07248,1.5554,1.23478,2581.01,27420.6,2729.31,25.3466,7741,7785
Batch_300001921:Shower_1270,10,4,2212,15.8528,0.758977,628.282,0.00935694,1.16291,1.83648,2.23612,878.991,29990.3,1117.29,90.8576,16.1067,0,718.168,0.0169009,1.14901,1.82512,2.26312,947.173,29945.1,1223.67,95.2137,7785,7804
Batch_300001921:Shower_4627,10,4,26056,16.2477,0.627028,546.828,0.0225503,-2.78925,1.75694,0.691673,1409.05,29979.4,2209.15,94.7754,16.3075,0,657.204,0.0272524,-2.75331,1.69829,0.702067,1418.19,29934.3,2193.85,95.6417,7804,7834
Batch_300001921:Shower_4650,10,0,26056,16.2477,0.626643,546.828,0.0225503,-0.552877,0.74568,1.96356,1820.77,28964.7,1970.85,77.7145,16.1884,0,608.657,0.0205593,-0.672369,0.735672,1.88553,1768.69,28946.6,1872.62,80.0048,7834,7861
Batch_300001921:Shower_5099,10,0,2004,15.6454,0.796986,534.381,0.00658066,1.96807,2.21724,1.62593,1060.16,28985.6,1061.77,83.75,15.8978,0,723.282,0.0105106,1.99406,2.22363,1.67485,1038.46,28883.1,1039.14,83.5441,7861,7890
Batch_300001921:Shower_5187,5,5,2004,16.1795,0.591452,577.436,0.0231156,1.28334,2.00492,2.43132,284.432,29999.9,436.218,99.2784,-inf,0,0,0,-0.0150011,0.810701,2.50802,131.306,29284.8,256.34,-123,7890,7972
Batch_300001921:Shower_6856,10,4,7014,15.4612,0.790164,488.47,0.00389502,-2.26875,1.70735,0.923173,768.413,29992.7,963.504,94.9334,15.5942,0,580.022,0.00530363,-2.27162,1.71308,0.94567,841.499,29935.9,1034.88,95.675,7972,8006
Batch_300001921:Shower_7902,10,0,26056,16.4072,0.639667,532.574,0.0357874,-2.62793,0.694137,1.56462,1254.48,29983.5,1254.5,91.9787,16.4124,0,620.119,0.0350484,-2.60775,0.691516,1.59303,1249.3,29951,1248.97,93.5403,8006,8058
Batch_300001921:Shower_8574,10,1,2212,15.8586,0.744992,562.285,0.0117304,0.84203,2.12958,2.0683,1158.33,29983.7,1318.11,86.9644,16.1608,0,789.552,0.0191361,0.82683,2.12744,2.1148,1134.56,29940.4,1319.76,87.4678,8058,8092
Batch_300001732:Shower_7827,10,1,2004,15.9401,0.531468,510.427,0.0127687,0.870801,1.61152,2.58025,1406.43,29982,2642.05,92.0654,15.8915,0,962.5,0.0101084,0.924514,1.68786,2.61321,1254.41,29934.8,2480,92.6808,8092,8120
Batch_300001732:Shower_8444,5,4,26056,15.869,0.60258,609.04,0.0100678,-0.00570067,2.21971,2.28369,599.091,29996.7,791.956,97.7296,-inf,0,0,0,-0.235589,2.35603,1.36798,321.815,30077.4,340.392,-123,8120,8183
Batch_300001286:Shower_9291,10,0,2004,16.3134,0.827061,574.709,0.026601,-1.73267,1.05453,1.25647,419.96,29998,441.596,95.4227,16.8269,0,383.132,0.0948982,-1.72199,1.04488,1.28049,447.99,29972.3,466.252,95.6112,8183,8266
Batch_300001923:Shower_1062,5,4,26056,15.8461,0.850847,523.211,0.00983116,2.51771,2.0466,1.277,570.329,29995.5,595.86,93.7204,-inf,0,0,0,7.2095,1.19165,2.19489,46.4721,30507.9,42.3098,-123,8266,8318
Batch_300001923:Shower_7014,10,7,2212,15.4921,0.59419,633.99,0.00519232,1.20836,1.85864,2.47291,1014.7,29989.5,1636.75,92.9464,15.3707,0,652.668,0.00315065,1.23082,1.87504,2.45655,881.104,30023.7,1403.45,97.4461,8318,8342
Batch_300001923:Shower_8136,5,4,7014,15.8267,0.805321,505.99,0.00952499,2.16218,2.10126,1.93697,791.109,29991.8,847.279,91.2509,-inf,0,0,0,0.403391,1.75198,2.19803,68.5747,29101.2,115.758,-123,8342,8361
Batch_300001923:Shower_8340,10,4,2212,16.0534,0.704916,599.059,0.0160226,-1.40657,0.842397,1.23643,688.142,29995,728.486,96.1229,16.0093,0,475.124,0.0125574,-1.41904,0.853753,1.20227,645.333,30031.7,693.939,97.6485,8361,8404
Batch_300001718:Shower_2656,10,1,26056,16.3081,0.749707,518.177,0.0290925,-2.79601,1.47724,0.852405,1188.13,28982.1,1578.14,91.8199,16.629,0,666.221,0.0582268,-2.79623,1.47903,0.865686,1181.67,28953.9,1549.71,96.3963,8404,8449
Batch_300001718:Shower_4554,10,1,26056,16.2309,0.58284,545.368,0.0222983,0.321916,2.44321,2.00598,2119.29,28955,2337.13,76.6179,16.8199,0,213.926,0.0957398,0.388657,2.45147,1.92567,2970.74,28818.9,3173.93,71.3522,8449,8494
Batch_300001718:Shower_6203,5,4,7014,16.539,0.985183,602.927,0.0533155,-3.11351,1.40159,1.6037,220.648,29842.4,220.768,39.7101,-inf,0,0,0,0.318151,2.5781,2.5606,-93.525,29512.8,-31.8861,-123,8494,8570
Batch_300001718:Shower_6265,10,4,2212,16.1454,0.823585,642.388,0.0226258,2.46847,1.66987,0.974682,1300.34,28976.6,1571.36,78.2241,16.3358,0,700.706,0.0292446,2.4388,1.70491,0.988429,1345.84,28931.2,1610.61,80.3315,8570,8627
Batch_300001718:Shower_6337,10,1,7014,16.4877,0.773309,578.266,0.0437581,1.42015,2.24163,1.41085,1030.99,29986.2,1044.32,86.4108,16.4961,0,593.292,0.0425665,1.40842,2.2451,1.41964,1037.99,29985.8,1049.35,90.8778,8627,8699
Batch_300001718:Shower_6629,5,4,2004,15.6275,0.847206,590.824,0.00609638,1.78014,2.11936,1.45156,373.748,29998.9,376.421,97.384,-inf,0,0,0,1.67003,2.61682,2.77996,335.947,29295.3,586.212,-123,8699,8746
Batch_300001718:Shower_9432,10,5,26056,15.8119,0.639948,479.041,0.00904548,-0.0604196,1.28227,2.41041,881.617,28991.6,1320.29,96.0272,16.2704,0,493.741,0.025265,-0.0241557,1.30968,2.45823,926.621,28941.2,1454.19,95.2141,8746,8776
Batch_300000021:Shower_403,10,1,2212,16.0343,0.888446,552.419,0.017574,2.91007,1.37599,1.13254,1231.46,28977.9,1359.99,77.9878,16.5845,0,541.046,0.0532222,2.79578,1.47203,1.22532,1390.71,28630.3,1473.83,63.3639,8776,8795
Batch_300000021:Shower_1713,10,0,26056,16.5163,0.752129,555.431,0.0440727,1.30516,2.24438,1.846,529.502,29996.5,550.207,96.6029,16.6045,0,910.313,0.0872121,1.30043,2.2625,1.93268,551.497,29941.7,577.572,92.1036,8795,8878
Batch_300000021:Shower_3301,10,4,7014,15.8389,0.651585,540.662,0.0103678,1.63075,2.42336,1.71033,1321.7,29980.7,1334.67,90.8364,15.9669,0,820.463,0.0121869,1.62384,2.43475,1.76481,1197.98,29915,1215.24,89.4294,8878,8902
Batch_300000021:Shower_3302,10,5,7014,15.8389,0.651609,540.662,0.0103678,-1.27829,0.71034,1.60731,1056.58,29988.5,1057.28,93.795,15.5798,0,520.854,0.00513748,-1.066,0.694493,1.71683,1123.68,30073,1120.66,93.9034,8902,8925
Batch_300000021:Shower_3897,5,5,26056,15.3204,0.595908,511.644,0.00276994,0.154218,1.38055,2.48923,736.173,28994.5,1212.68,97.8274,-inf,0,0,0,0.400196,1.66237,2.39478,217.743,28234.8,346.388,-123,8925,8947
Batch_300000021:Shower_6381,10,4,7014,15.8347,0.664577,520.374,0.00925567,1.87812,2.17657,0.941357,850.375,29991.9,1051.98,97.2559,15.8908,0,714.236,0.0103453,1.84153,2.21827,0.988999,844.248,29958,1003.16,96.4919,8947,8982
Batch_300000021:Shower_6527,10,0,2212,17.1101,0.935343,712.643,0.19958,-1.75761,1.24941,1.73911,1614.23,27844.7,1637.37,18.6225,17.0825,0,686.579,0.169172,-1.7635,1.28644,1.38881,1790.69,28846.4,1838.74,34.0927,8982,9044
Batch_300000021:Shower_7196,10,1,2212,16.3942,0.76527,652.39,0.0289969,-2.57927,1.93971,0.961909,1821.8,28957.3,2220.93,69.0986,17.1377,0,1083.45,0.190603,-2.57823,1.93856,1.15914,1453.36,28491.9,1571.42,43.0294,9044,9082
Batch_300000021:Shower_8735,10,4,2004,15.8337,0.557827,586.294,0.00899787,0.888964,2.42725,2.12219,1430.37,29980.9,1679.25,91.7799,15.791,0,656.89,0.0081638,0.836661,2.41336,2.16735,1361.67,29988.2,1639.53,94.3439,9082,9111
Batch_300001547:Shower_8043,10,4,2004,15.9566,0.730405,560.615,0.0135219,0.0182845,0.974629,2.05978,994.727,29988.5,1126.78,91.806,16.1227,0,680.417,0.0175282,0.00245177,0.969327,2.06945,1019.49,29956.8,1159.06,93.8091,9111,9136
Batch_300001547:Shower_8553,10,5,2212,15.7543,0.745674,586.382,0.00894526,0.639545,2.25678,1.84086,1025.36,28986.9,1063.92,89.4853,16.154,0,597.913,0.0189687,0.322385,2.19869,2.03461,1175.63,28962.8,1291.49,95.2556,9136,9154
Batch_300000678:Shower_2419,10,4,26056,15.4915,0.689969,472.699,0.00429583,-2.85573,2.07536,0.907766,702.987,29994.7,891.968,97.6504,15.556,0,494.229,0.00489769,-2.82583,2.04878,0.898781,763.92,29977.8,977.982,97.5176,9154,9199
Batch_300000678:Shower_6566,10,4,2212,15.9077,0.752647,554.642,0.0131593,-2.01848,1.08275,1.01983,1316.61,29978.6,1545.28,87.1233,15.959,0,503.367,0.0122034,-1.98219,1.05909,1.01859,1333.04,30013.8,1566.35,93.6901,9199,9217
Batch_300000678:Shower_6581,5,4,2212,15.9077,0.752511,554.642,0.0131593,-0.964191,0.856473,1.65978,608.676,29996.2,611.093,95.8702,-inf,0,0,0,0.246715,0.614549,1.72907,234.567,28929,234.1,-123,9217,9273
Batch_300000678:Shower_9269,10,4,7014,15.846,0.80984,559.948,0.00900669,-1.61347,1.00511,1.28434,823.539,29991,858.523,89.3833,15.8149,0,567.723,0.00877339,-1.59171,0.995988,1.29496,829.576,29989.7,861.131,95.3671,9273,9304
Batch_300001629:Shower_1715,10,1,26056,16.1762,0.709005,560.811,0.0214213,0.277349,2.14311,2.13758,1621.91,28968.4,1922.53,71.2247,16.1842,0,690.565,0.0202229,0.322164,2.15644,2.13606,1476.21,28962.6,1747.88,79.43,9304,9332
Batch_300001629:Shower_2397,10,5,7014,15.6414,0.839676,495.845,0.00642396,2.13557,2.13091,1.43747,792.189,29991.9,799.283,92.7549,15.9704,0,443.749,0.0127503,2.05531,2.15104,1.48038,1001,29949.8,1004.14,95.0973,9332,9365
Batch_300001629:Shower_3145,10,4,26056,15.5475,0.794769,486.812,0.00435059,-0.650086,0.938796,1.74374,729.23,29993.7,740.273,93.9094,15.5125,0,633.984,0.00435297,-0.590935,0.932283,1.79269,686.632,29988.6,699.582,96.5789,9365,9393
Batch_300001629:Shower_4080,5,5,2004,15.7943,0.715814,564.745,0.00931241,0.682803,2.00821,2.23031,334.582,29998.9,423.365,98.5178,-inf,0,0,0,0.150474,1.72126,2.20576,260.531,29330.6,333.467,-123,9393,9442
Batch_300001629:Shower_6286,10,1,2212,16.0527,0.606504,804.737,0.0169897,0.262573,2.38232,2.06311,1016.44,29989.6,1153.42,92.2183,16.2235,0,865.199,0.0224771,0.24139,2.37717,2.1084,1033.38,29952.2,1199.27,90.1869,9442,9490
Batch_300001629:Shower_8477,10,1,26056,16.7621,0.686839,551.094,0.0813857,-2.75571,1.86937,0.801629,1147.68,29985,1597.35,94.2241,16.7433,0,599.122,0.0756942,-2.76036,1.87834,0.809685,1134.73,29972,1565.82,95.6756,9490,9574
Batch_300001263:Shower_774,10,1,7014,16.3668,0.881183,542.002,0.0330388,2.35466,1.49532,1.08348,1417.66,29970.9,1604.42,71.0828,16.2846,0,604.533,0.0258035,2.36428,1.48836,1.09033,1315.08,29991.1,1483.38,82.5658,9574,9607
Batch_300001263:Shower_3477,5,4,26056,16.431,0.711117,556.679,0.0388232,1.73192,2.0836,2.18679,561.729,29996.9,688.223,96.6051,-inf,0,0,0,1.6744,1.22012,0.3771,178.915,30801.4,925.311,-123,9607,9666
Batch_300001263:Shower_5221,10,7,7014,15.7828,0.560319,623.936,0.0076737,1.0548,2.1556,2.40417,1543.09,29977.3,2294.95,87.0491,15.6889,0,682.095,0.00645962,1.29,2.28384,2.26337,1425.35,29979.6,1887.27,94.2328,9666,9704
Batch_300001263:Shower_6046,5,4,2212,15.6085,0.731263,667.878,0.00747857,-1.54117,0.842835,1.77308,545.4,29996.8,556.751,95.9453,-inf,0,0,0,-0.172175,0.578279,1.83354,97.805,28717.5,109.638,-123,9704,9735
Batch_300001263:Shower_7178,10,4,7014,15.67,0.662559,488.74,0.00691097,-0.0221311,1.63665,2.41513,1062.51,29987.1,1599.61,92.8885,15.8758,0,366.753,0.0102919,0.0142542,1.67336,2.4059,1195.47,29984.1,1783.35,94.9618,9735,9784
Batch_300001263:Shower_9797,10,1,2212,16.9185,0.674122,769.13,0.132863,2.93433,1.77244,2.38213,2533.08,21442.5,3678.97,21.2146,16.9809,0,313.049,0.138303,2.95606,1.7243,1.39426,4155.72,26156.5,4198.49,14.5635,9784,9829
Batch_300000586:Shower_1459,5,4,2212,16.2316,0.539669,581.928,0.0247799,-2.10002,0.572724,1.66055,729.58,29995.6,732.528,98.6948,-inf,0,0,0,-1.01636,0.374792,1.63566,17.766,28264.7,20.6974,-123,9829,9855
Batch_300000586:Shower_9661,10,1,26056,16.6416,0.70714,593.325,0.0631973,2.85984,1.24459,0.84261,1088.77,28985.9,1458.73,93.638,16.7049,0,692.741,0.0693448,2.8627,1.2396,0.855568,1095.82,28957.1,1450.51,95.3766,9855,9902
Batch_300001541:Shower_4063,10,1,26056,16.055,0.601698,586.968,0.0147383,-1.36489,0.693946,1.22466,1851.76,28965,1968.51,87.2151,16.0929,0,627.413,0.0164321,-1.32115,0.677318,1.26681,1818.66,28943.8,1898.45,89.3266,9902,9929
Batch_300001541:Shower_4096,10,4,26056,16.055,0.601391,586.968,0.0147383,0.736416,1.69196,2.49046,975.945,29990.2,1610.24,94.069,16.0339,0,676.913,0.0142939,0.725379,1.67976,2.5016,937.037,29985.2,1566.91,96.2717,9929,9960
Batch_300001541:Shower_4408,10,1,7014,16.596,0.881504,684.854,0.0616278,-1.58146,1.1429,1.32036,1468,28967.9,1515.27,54.3668,16.7585,0,765.055,0.0792734,-1.58395,1.14163,1.34858,1458.74,28896.5,1492.99,60.5643,9960,10000
Batch_300001541:Shower_6233,10,1,7014,16.7192,0.68848,617.787,0.0754627,-2.15039,0.777387,1.3781,2641.72,28918.4,2691.54,50.8079,16.7872,0,706.785,0.0852248,-2.15971,0.778793,1.41352,2602.77,28726.9,2631.53,49.8767,10000,10038
Batch_300001541:Shower_9764,10,1,2004,16.3232,0.514817,636.236,0.0323568,0.634834,1.63499,2.59883,2121.06,28959.6,4106.59,70.3019,16.473,0,259.596,0.041422,0.730196,1.73625,2.52182,2274.76,29124.4,3935.69,84.1319,10038,10056
Batch_300001541:Shower_9853,5,4,2004,15.9865,0.655243,614.589,0.0137231,3.01021,0.778433,1.20298,1403.67,28978.6,1504.29,87.9416,-inf,0,0,0,7.05317,2.20182,1.46101,35.0114,30832.9,44.0341,-123,10056,10086
Batch_300001541:Shower_9854,10,4,2004,15.9865,0.655252,614.589,0.0137231,2.91388,0.807606,1.13535,1291.97,29982.1,1424.94,90.3657,15.7671,0,577.155,0.00779007,2.87604,0.821582,1.07184,1150.11,30097,1312.82,95.6736,10086,10128
Batch_300000894:Shower_3625,5,5,2212,15.6948,0.561132,627.462,0.00732512,2.11062,2.42893,1.03163,1073.22,29989.9,1250.65,97.0884,-inf,0,0,0,0.244954,2.56331,2.36886,165.591,29127.6,129.302,-123,10128,10157
Batch_300000894:Shower_7281,10,4,26056,15.8087,0.776345,486.957,0.00814948,-1.72321,0.888974,1.58263,884.73,29990.5,884.792,91.9992,15.672,0,587.928,0.00632542,-1.81591,0.904819,1.5362,800.711,29990.9,805.023,96.0535,10157,10189
Batch_300000833:Shower_7421,10,1,2212,16.9282,0.634901,676.802,0.147162,-2.03476,1.05645,2.32374,2192.77,29322.3,3005.11,39.8762,16.9721,0,619.831,0.131345,-2.04626,1.0548,2.28538,2135.58,29494.4,2828.19,46.0459,10189,10214
Batch_300000833:Shower_7448,10,1,2212,16.9282,0.635213,676.802,0.147162,-3.04814,0.689703,1.62791,1365.55,29598,1367.78,76.5781,16.4621,0,648.663,0.0391894,-3.05904,0.686299,1.45995,1651.86,29964.1,1657.06,75.6175,10214,10269
Batch_300000833:Shower_8716,10,4,2212,16.1023,0.670203,547.088,0.0190301,2.6039,1.30431,0.767938,673.58,29995,969.664,97.9637,16.1919,0,631.729,0.0207091,2.62553,1.28743,0.797863,653.596,29965.3,912.884,97.9726,10269,10319
Batch_300000833:Shower_8735,10,4,2212,16.1023,0.670005,547.088,0.0190301,-0.658345,1.71165,2.39814,516.865,29997.3,763.648,97.6912,16.3545,0,483.332,0.0310012,-0.619168,1.75618,2.40204,639.836,29983.6,950.127,97.3251,10319,10395
Batch_300000833:Shower_8952,10,4,7014,15.7277,0.654233,540.602,0.00739688,-1.6728,0.903442,0.984297,743.249,29994.1,892.381,97.4079,15.9257,0,693.4,0.0111709,-1.67131,0.891289,1.03244,748.733,29934.5,863.42,96.3431,10395,10450
Batch_300000833:Shower_8973,10,7,7014,15.7277,0.654369,540.602,0.00739688,-2.17484,1.29443,0.747764,1259.03,29983,1851.51,94.0208,15.6031,0,687.311,0.00534112,-2.08499,1.16883,0.77198,1056.94,30016.9,1506.6,96.5465,10450,10489
Batch_300001771:Shower_343,3,4,2212,15.3825,0.881819,557.932,0.00366853,2.63843,1.27147,1.1753,856.34,28989.2,927.974,85.5777,-inf,0,0,0,5.6375,0.0459196,-0.0388314,-125.1,-8.41003,-nan,-123,10489,10509
Batch_300001771:Shower_2224,10,0,2212,16.5987,0.806664,633.733,0.0648861,2.85499,2.17328,1.7755,1335.48,28581.2,1363.95,55.557,16.429,0,615.299,0.0363282,2.7882,2.17303,1.70963,1386.94,28855.2,1402.67,70.3294,10509,10553
Batch_300001771:Shower_4309,10,4,2212,16.1101,0.517901,580.645,0.0202885,-2.46179,0.560575,1.79785,1572.13,28977.9,1613.54,93.3146,16.2044,0,693.539,0.0211687,-2.37304,0.564475,1.88416,1587.93,28937,1668.12,95.3026,10553,10583
Batch_300000095:Shower_3919,10,5,2212,15.5542,0.716885,629.409,0.00579442,-2.79299,1.33003,0.830209,944.26,29989.4,1279.36,94.0718,15.5408,0,693.806,0.00456034,-2.86317,1.41003,0.811284,895.957,30006.9,1238.61,96.2486,10583,10615
Batch_300001075:Shower_1287,10,0,7014,17.0129,0.816737,631.564,0.150925,-2.01816,1.00552,1.31351,2772.86,28526.5,2867.23,29.0648,16.9791,0,569.82,0.134442,-2.01973,1.00997,1.2211,2813.57,28954.1,3005.63,42.1744,10615,10687
Batch_300000781:Shower_1531,10,1,2212,16.5794,0.970078,605.772,0.05884,2.92759,1.64213,1.33573,1468.86,28678.5,1510.4,44.2665,16.6595,0,641.711,0.0631173,2.92093,1.65444,1.38478,1383.25,28592.4,1405.65,35.1818,10687,10718
Batch_300000781:Shower_6972,10,1,2004,16.5483,0.467443,605.766,0.0537982,0.636461,1.1812,2.61082,2776.97,27935.9,5485.91,64.7576,16.4548,0,663.459,0.0385083,0.709108,1.26527,2.64249,2613.99,27943.8,5451.7,78.2463,10718,10747
Batch_300000781:Shower_6989,10,1,2004,16.5483,0.467426,605.766,0.0537982,0.896076,1.64661,2.65274,2574.91,28944.9,5483,67.4135,16.6498,0,448.997,0.0614099,0.925921,1.68183,2.62599,2621.5,29039.4,5324.77,78.0212,10747,10776
