EventID,Rec_Level,Event_Class,Primary,Gen_LogE,Gen_CosZenith,Gen_Xmax,Gen_dEdXmax,Gen_SDPPhi,Gen_SDPTheta,Gen_Chi0,Gen_Rp,Gen_T0,Gen_CoreEyeDist,Gen_CherenkovFraction,Rec_LogE,Rec_CosZenith,Rec_Xmax,Rec_dEdXmax,Rec_SDPPhi,Rec_SDPTheta,Rec_Chi0,Rec_Rp,Rec_T0,Rec_CoreEyeDist,Rec_CherenkovFraction,Pixel_Start,Pixel_End
Batch_300000793:Shower_1818,10,4,2212,15.7494,0.539239,596.558,0.00862066,1.26489,2.24176,2.38179,985.803,29991.2,1431.24,96.3208,15.7326,0,830.21,0.00712666,1.36296,2.29584,2.33715,939.706,29959.5,1319.94,96.8932,10776,10812
Batch_300000793:Shower_6082,10,4,2004,16.1057,0.624369,612.498,0.0185533,-2.02394,1.0572,0.799017,1356.92,29981.4,1893.37,93.6581,16.3746,0,797.507,0.031622,-1.9468,0.971705,0.856441,1417.67,29916.9,1865.85,94.8882,10812,10841
Batch_300000793:Shower_7278,5,4,7014,16.6138,0.794325,590.918,0.060293,0.575014,1.88378,2.15346,839.124,29990.9,1004.94,91.7718,-inf,0,0,0,0.396031,1.90951,1.52584,370.621,29086.7,405.225,-123,10841,10876
Batch_300000793:Shower_7898,10,4,7014,15.6201,0.597112,555.749,0.00638297,0.515093,1.09616,2.40523,1108.66,28988.1,1650.79,95.2327,15.8721,0,769.232,0.0100673,0.550365,1.12902,2.45387,1234.99,28912.2,1938.42,92.2105,10876,10919
Batch_300000680:Shower_3318,5,4,7014,16.2244,0.626152,564.952,0.0244743,-2.59282,1.39349,0.689171,1419.88,29979.2,2232.88,94.9205,-inf,0,0,0,0.29331,1.53037,2.18357,-10.5219,30298.7,-56.6844,-123,10919,10944
Batch_300000680:Shower_5435,10,4,2004,15.9228,0.69817,612.204,0.0130847,-2.0276,1.25522,0.82472,772.057,29993.8,1051.34,96.3575,16.0195,0,719.674,0.0142471,-2.0127,1.23238,0.846336,765.405,29964.1,1018.03,96.4665,10944,10991
Batch_300001910:Shower_9214,5,4,26056,15.9664,0.810264,535.725,0.0121354,-1.52932,0.99019,1.81993,778.092,29992.1,802.881,91.2665,-inf,0,0,0,-1.56422,0.96486,1.95559,780.732,29745.5,831.277,-123,10991,11016
Batch_300001910:Shower_9235,5,4,26056,15.9664,0.810333,535.725,0.0121354,2.54356,1.71711,0.959782,345.469,29998.4,421.784,97.9893,-inf,0,0,0,8.62529,1.6051,0.260128,349.399,30593.2,1695.72,-123,11016,11112
Batch_300001099:Shower_7011,10,7,26056,16.6304,0.437037,530.42,0.0597203,-0.159837,2.1072,2.60715,2622.94,28873.5,5149.47,81.0983,16.6704,0,492.807,0.0646866,-0.0531063,2.21533,2.55181,2650.43,28849.1,4771.65,83.0742,11112,11134
Batch_300001099:Shower_9608,10,1,2212,16.5733,0.638925,709.536,0.0609305,1.29217,2.39616,1.22805,2375.53,28939,2522.24,67.8305,16.6951,0,747.389,0.0678763,1.28607,2.40214,1.24518,2436.72,28868,2571.43,70.3669,11134,11195
Batch_300000844:Shower_544,10,1,2004,16.7855,0.483441,631.904,0.0918877,-1.67532,0.87654,2.46049,1984.78,29928.8,3152.2,85.4148,16.7964,0,564.082,0.0868003,-1.65206,0.89238,2.46665,1984.24,29964.2,3174.56,85.0243,11195,11267
Batch_300000844:Shower_743,10,1,7014,16.0162,0.885746,570.597,0.0146897,2.72615,1.23243,1.21951,1157.22,29980.4,1232.49,72.6669,16.1306,0,625.119,0.0180552,2.74953,1.22137,1.25531,1163.13,29918.7,1223.49,83.0999,11267,11290
Batch_300000844:Shower_6387,10,4,2004,16.2626,0.579958,697.117,0.0276436,0.995072,2.16953,2.36269,1793.77,28968.3,2553.42,69.5223,16.8539,0,720.15,0.098029,0.968598,2.16394,2.47583,1578.4,28810.1,2529.54,61.4199,11290,11306
Batch_300000844:Shower_7470,10,4,26056,16.2094,0.611139,501.163,0.0222547,0.644836,2.14381,2.32681,1175.28,29985.8,1615.33,92.7632,16.1785,0,614.76,0.0203528,0.594284,2.11214,2.36909,1172.65,29964.3,1670.8,94.5311,11306,11333
Batch_300000844:Shower_8410,5,5,2004,15.4706,0.67111,596.39,0.00441993,0.0765908,1.14942,2.31508,544.258,29996.7,739.912,97.1913,-inf,0,0,0,0.295581,1.74426,2.92042,198.786,29637.9,523.356,-123,11333,11374
Batch_300001252:Shower_140,10,1,2212,16.083,0.702148,592.259,0.0209171,-2.78862,1.69509,0.785882,1227.29,29982.5,1734.82,93.1189,16.5321,0,776.167,0.0460092,-2.8053,1.72011,0.813031,1263.01,29911.9,1734.23,95.0937,11374,11404
Batch_300001252:Shower_539,10,0,26056,17.165,0.674444,619.831,0.21607,-1.8982,0.749482,1.71143,2283.94,29940,2306.72,54.9704,17.162,0,622.938,0.206169,-1.91231,0.751104,1.69689,2280.99,29953.5,2300.51,56.4351,11404,11483
Batch_300001252:Shower_730,5,5,26056,15.5786,0.81673,510.801,0.00481335,1.58507,2.18574,1.58246,445.323,29997.4,445.353,97.3689,-inf,0,0,0,0.488088,2.59893,1.42484,268.752,29064.7,276.317,-123,11483,11516
Batch_300001252:Shower_5748,10,1,2212,16.7623,0.450069,643.185,0.0884245,-1.47472,0.956051,2.55718,2291.37,28958.6,4153.24,90.1053,16.8227,0,820.639,0.0902593,-1.46608,0.962746,2.58371,2240.68,28893.3,4228.64,82.2423,11516,11569
Batch_300001252:Shower_8932,5,4,2212,16.1221,0.767175,715.354,0.0244192,-1.30085,1.2912,2.21715,725.046,29993.7,908.253,91.3132,-inf,0,0,0,-1.15661,2.27686,0.0927791,157.681,31135.7,6753.51,-123,11569,11589
Batch_300001252:Shower_9395,10,1,2212,16.7429,0.888374,883.386,0.0711204,-2.92238,1.09386,1.56378,1777.55,27888.4,1777.59,31.7659,16.6466,0,796.148,0.0604551,-2.8827,1.07698,1.48722,1728.83,28273.1,1734.71,49.5246,11589,11641
Batch_300001354:Shower_94,10,4,26056,16.0112,0.531562,533.615,0.0134281,1.54466,2.25603,2.38432,1528.7,28979,2225.36,90.6456,15.9521,0,731.984,0.0117943,1.56081,2.26421,2.38981,1396.39,28964.7,2052.49,93.9301,11641,11680
Batch_300001354:Shower_2532,10,0,26056,16.856,0.830725,596.406,0.0984576,-0.999859,0.985911,1.48516,1657.07,28961.3,1663.17,69.7156,17.2942,0,809.972,0.283772,-0.960113,0.968657,1.574,1682.55,28770.8,1674.43,68.5268,11680,11706
Batch_300001354:Shower_2907,5,4,2004,15.8615,0.548495,548.389,0.0100904,2.19425,2.54274,1.80284,821.633,29994.2,844.259,98.0605,-inf,0,0,0,0.199036,1.13233,2.64909,28.9963,29128.4,118.461,-123,11706,11735
Batch_300001354:Shower_3664,10,4,2212,15.6559,0.696515,650.209,0.00652704,1.2712,2.32851,1.28288,879.341,29991.7,917.092,94.0543,15.9588,0,548.854,0.0121797,1.20809,2.34946,1.32735,1111.81,29938.4,1150.65,95.0923,11735,11763
Batch_300001354:Shower_3673,10,4,2212,15.6559,0.696399,650.209,0.00652704,-1.21818,1.10358,2.24674,592.855,29996.5,759.956,96.7902,15.8063,0,643.19,0.008541,-1.16995,1.12071,2.28165,624.015,29977.4,815.549,97.7106,11763,11804
Batch_300001354:Shower_8298,10,7,2212,15.4558,0.609972,619.87,0.00476112,-3.13181,2.25295,0.903912,879.675,29992,1119.53,97.3091,15.3203,0,602.958,0.00274264,-2.99051,2.12212,0.80898,723.325,30035.3,1014.59,98.2408,11804,11830
Batch_300001354:Shower_9466,10,0,2004,16.1677,0.791271,598.679,0.0225003,0.311071,2.1852,1.82266,1063.8,29985.1,1098.46,88.7462,16.5276,0,607.392,0.0461093,0.296902,2.18386,1.8627,1264.55,29895.7,1318.87,85.8904,11830,11856
Batch_300000383:Shower_1501,5,4,7014,15.8821,0.804585,550.115,0.0108311,0.655555,2.12423,1.90145,584.51,29996.1,617.987,94.2813,-inf,0,0,0,0.379264,2.20274,1.03521,399.379,29385.8,469.48,-123,11856,11890
Batch_300000383:Shower_2656,10,1,7014,16.4273,0.726996,591.495,0.0385069,1.20964,2.29135,1.31492,1328.19,29979,1372.89,85.4197,16.4461,0,676.8,0.0395485,1.22127,2.28924,1.32849,1282.27,29953.9,1319.06,87.6294,11890,11928
Batch_300000383:Shower_7317,10,0,2004,15.9333,0.808485,533.944,0.0135367,2.79599,2.19671,1.50162,1598.28,28965.3,1602.11,69.309,16.0493,0,285.972,0.0150889,2.62474,2.23044,1.53384,1819.57,29131,1818.91,84.9266,11928,11988
Batch_300000383:Shower_8743,5,5,7014,15.7913,0.785913,497.989,0.00809027,-1.9366,1.03927,1.14745,67.9405,30000.9,74.5192,99.3246,-inf,0,0,0,0.968508,0.995641,2.59143,5.38924,29293.4,19.25,-123,11988,12118
Batch_300000471:Shower_650,10,1,7014,16.1789,0.469051,595.947,0.0208192,0.0211188,1.35662,2.64029,1599.75,28979.3,3328.88,92.337,16.1454,0,648.276,0.0183703,-0.0016403,1.32478,2.63269,1568.02,28980.4,3221.5,94.8565,12118,12141
Batch_300000471:Shower_6842,10,4,2004,15.5757,0.823268,578.894,0.00543234,-1.93917,1.37696,0.9953,746.082,29992.6,889.334,92.7457,15.9071,0,599.724,0.0108212,-1.8958,1.33481,1.04458,767.222,29917.2,882.521,92.1927,12141,12163
Batch_300000471:Shower_9832,10,0,2004,16.037,0.81647,587.943,0.0165707,-1.09536,0.955306,1.57229,1417.71,28972.2,1417.71,72.5236,16.1631,0,644.949,0.0192206,-1.03884,0.939845,1.60571,1437.93,28962.5,1435.48,75.7568,12163,12207
Batch_300000672:Shower_6169,10,1,7014,16.6182,0.84865,564.787,0.0607305,2.09991,1.67579,1.02213,1476.85,29969.1,1730.91,74.1879,16.622,0,597.657,0.0581534,2.11562,1.66231,1.02207,1436.38,29978.1,1683.34,83.5383,12207,12300
Batch_300000672:Shower_8096,5,4,26056,15.569,0.62518,462.919,0.00507956,-2.76632,2.19829,0.882183,1441.65,28977.9,1867.11,94.3595,-inf,0,0,0,-2.84713,2.31689,0.0490351,54.9411,26750.9,3730.08,-123,12300,12324
Batch_300000672:Shower_8503,10,1,2212,16.6806,0.518608,616.504,0.070678,-0.0298767,0.984149,2.46861,2161.54,29958.4,3467.79,75.0467,16.6542,0,654.935,0.0605696,-0.0354486,0.979347,2.46923,2126.94,29958.9,3415.55,82.081,12324,12378
Batch_300000672:Shower_8534,5,0,2212,16.6806,0.519002,616.504,0.070678,1.80022,2.59034,1.70421,1482.2,28980.7,1495.49,94.1152,-inf,0,0,0,1.90059,2.62479,2.26862,1335.95,27492.3,1626.75,-123,12378,12412
Batch_300000672:Shower_9370,5,4,7014,15.7245,0.736153,538.833,0.00733348,1.32308,2.20409,1.1512,347.321,29998.7,380.312,98.5469,-inf,0,0,0,0.584366,3.05935,0.584749,287.318,29800.1,620.613,-123,12412,12465
Batch_300001475:Shower_3054,10,1,2212,16.8266,0.782821,671.133,0.0980757,0.631744,2.15694,1.91938,2276.44,27930.7,2422.12,37.8545,16.77,0,495.958,0.081962,0.787026,2.14096,1.71505,2309.94,28313.8,2347.91,54.9209,12465,12497
Batch_300001475:Shower_5938,3,7,26056,15.7839,0.901398,483.842,0.00789455,2.18202,1.80499,1.18537,1006.72,28985.3,1086.42,82.6886,-inf,0,0,0,-0.668788,0.0604021,0.0295652,-38.0381,-154.573,-nan,-123,12497,12520
Batch_300000612:Shower_302,10,4,2004,16.1146,0.911817,701.362,0.0165973,-2.58206,1.46974,1.15902,1320.44,28934.5,1440.88,59.0223,16.6156,0,535.332,0.057094,-2.60995,1.4937,1.18099,1952.71,28641,2109.99,65.4788,12520,12558
Batch_300000612:Shower_653,10,4,26056,15.8196,0.513521,493.211,0.00882107,0.379537,2.5308,2.03162,1288.15,29985.6,1438.17,96.1834,16.0105,0,466.329,0.0137898,0.293475,2.50924,2.10767,1498.98,29945.3,1735.4,96.2211,12558,12578
Batch_300000612:Shower_7218,10,6,2212,15.5257,0.828008,517.966,0.00539394,-1.93366,1.04433,1.27879,849.92,29990.4,887.49,93.8197,15.8979,0,550.784,0.0106407,-1.83384,1.00558,1.34554,1006.9,29941,1029,95.7275,12578,12607
Batch_300000612:Shower_8132,10,4,26056,15.6403,0.62724,490.643,0.00568578,2.4223,2.46256,1.61961,846.152,29993,847.162,96.975,15.4804,0,638.575,0.00405539,2.34244,2.47173,1.68564,751.895,29998.1,749.907,98.4368,12607,12646
Batch_300000612:Shower_9866,10,4,7014,16.2828,0.589306,574.897,0.0262256,0.0534981,1.07448,2.40678,1128.04,29987.5,1682.51,92.7667,16.2722,0,725.488,0.0247352,0.0686614,1.08386,2.43392,1090.63,29968.4,1671.96,93.9291,12646,12685
Batch_300000612:Shower_9872,10,1,7014,16.2828,0.589588,574.897,0.0262256,-1.52505,0.673081,1.23978,1589.87,29974.7,1681.14,90.9553,16.3313,0,541.132,0.0289536,-1.54282,0.678795,1.22257,1615.89,29982.5,1722.91,93.6795,12685,12726
Batch_300001667:Shower_461,10,4,26056,15.7363,0.699343,464.264,0.00711674,-2.53741,1.0429,0.943248,900.408,29991.1,1112.34,95.9543,15.804,0,509.648,0.00850071,-2.55271,1.05469,0.945488,1000.14,29954.9,1234.71,96.1225,12726,12760
Batch_300001667:Shower_3649,10,0,26056,15.9748,0.742263,482.107,0.0133526,1.61511,2.28309,1.76712,1111.22,28984.9,1132.98,92.6727,16.3591,0,691.23,0.0307165,1.80358,2.26855,1.68072,1259.51,28870.2,1276.31,88.8923,12760,12796
Batch_300001667:Shower_8532,10,1,7014,16.4665,0.513646,591.08,0.0420129,-0.968552,1.42794,2.59531,1951.3,29965.8,3756.03,78.7347,16.4547,0,707.138,0.038827,-0.968851,1.42264,2.60715,1861.62,29954.7,3654.93,84.6056,12796,12855
Batch_300000958:Shower_199,10,1,2004,16.0297,0.761582,559.003,0.0146223,0.575405,2.24184,1.80577,1226.98,28980.9,1261.65,84.0029,16.3167,0,787.338,0.0277125,0.386826,2.21926,1.96223,1231.69,28910.8,1319.34,87.7021,12855,12904
Batch_300000958:Shower_2914,5,4,7014,15.8597,0.766487,537.872,0.0107464,-1.76136,0.919645,1.3003,1128.37,29984.2,1170.95,86.9777,-inf,0,0,0,0.230152,0.747495,2.30248,52.5899,28905.4,55.3469,-123,12904,12930
Batch_300000958:Shower_7480,10,1,26056,16.4732,0.439183,526.3,0.0422548,1.08435,2.25736,2.53694,1758.96,28976.4,3094.18,94.24,16.3672,0,513.309,0.0314971,1.27278,2.37934,2.40162,1890.64,28950.5,2841.58,91.0321,12930,12968
Batch_300000958:Shower_7819,10,1,7014,16.8633,0.510323,580.301,0.112017,-0.108322,1.6167,2.60465,2211.79,29956.9,4324.01,71.9261,16.8292,0,573.7,0.0940829,-0.099637,1.62731,2.59727,2143.2,30006.6,4140.47,79.3839,12968,13027
Batch_300000958:Shower_7845,5,2,7014,16.8633,0.510778,580.301,0.112017,-1.34693,0.565782,1.87802,2560.61,28942.1,2686.4,80.9808,-inf,0,0,0,-0.716513,0.463349,1.73353,165.449,26460.3,206.648,-123,13027,13045
Batch_300000958:Shower_8020,10,4,7014,15.4898,0.757593,543.862,0.004371,-2.11216,1.34355,0.890743,553.682,29996.6,712.095,97.1168,15.7034,0,489.058,0.00681613,-2.09923,1.33502,0.894858,659.498,29981.7,847.222,97.5557,13045,13077
Batch_300000958:Shower_8541,10,4,2212,16.0054,0.854657,711.659,0.0168036,2.74598,1.07824,1.325,755.962,29907.5,779.387,78.7374,15.8386,0,592.288,0.00925516,2.68887,1.09284,1.21839,776.013,30043.2,824.226,89.0279,13077,13129
Batch_300000958:Shower_8819,5,4,7014,15.8867,0.606997,520.192,0.0109921,1.63778,2.20618,0.854306,758.094,29995,1005.28,98.3306,-inf,0,0,0,0.414716,2.95693,1.40877,268.291,29607.8,219.953,-123,13129,13166
Batch_300001926:Shower_2227,10,1,2004,16.245,0.596876,552.17,0.0290589,2.73134,2.50153,1.53771,2051.13,28957.7,2052.25,82.4868,16.2186,0,565.518,0.0221016,2.77042,2.49581,1.49508,1922.88,29030.7,1932.44,87.8905,13166,13204
Batch_300001926:Shower_7283,5,4,2004,15.5614,0.734553,598.394,0.00556129,2.16436,1.46344,0.831217,590.055,29995.7,798.719,97.2733,-inf,0,0,0,0.29349,2.21384,1.48713,101.161,30444,106.906,-123,13204,13249
Batch_300000609:Shower_1151,10,4,2212,15.4522,0.664549,738.524,0.0041908,-2.9203,1.53749,0.727276,686.537,29995.4,1032.64,96.9363,15.3659,0,629.537,0.00312761,-2.94233,1.56791,0.70448,612.931,30038.6,951.08,98.484,13249,13283
Batch_300000609:Shower_1581,5,7,2004,15.5417,0.859043,539.738,0.00577431,2.26411,1.85285,1.10688,1114.54,28982.1,1246.26,81.8183,-inf,0,0,0,1.66861,2.16764,2.19253,124100,576692,149430,-123,13283,13354
Batch_300000609:Shower_1639,10,1,7014,16.1578,0.759502,540.684,0.020041,2.86355,1.83964,0.906906,1788.84,28959.2,2271.25,81.7484,15.9297,0,566.188,0.011405,2.97036,1.72055,0.884799,1523.47,29047.8,1969.29,88.5874,13354,13410
Batch_300000609:Shower_3718,5,5,26056,16.0473,0.593771,579.208,0.0153299,2.24576,2.48865,1.78345,474.5,29997.7,485.435,98.718,-inf,0,0,0,0.107211,1.36595,2.72207,20.9619,29052.1,98.4482,-123,13410,13456
Batch_300000609:Shower_3733,10,4,26056,16.0473,0.59372,579.208,0.0153299,1.65291,2.29568,2.22539,559.803,29997.5,705.67,98.1202,16.3201,0,343.598,0.0291159,1.60948,2.28024,2.24971,626.453,29999.4,790.481,98.7705,13456,13506
Batch_300000609:Shower_7298,5,4,7014,15.3109,0.598969,521.835,0.00295939,-0.0115254,1.27863,2.46576,76.1091,30000.9,121.669,99.8166,-inf,0,0,0,2.51562,2.21412,4.00772,119.985,29146.9,221.08,-123,13506,13556
Batch_300000609:Shower_7739,5,0,7014,16.5157,0.545566,675.933,0.0495424,2.66579,2.53477,1.27543,1386.42,29982.7,1449.17,94.319,-inf,0,0,0,2.58234,2.69647,3.19876,445.655,27338.5,42182.4,-123,13556,13584
Batch_300000609:Shower_7750,5,7,7014,16.5157,0.545632,675.933,0.0495424,2.73287,2.52185,1.22057,2315.29,29949.8,2464.92,84.9891,-inf,0,0,0,6.88646,2.26572,2.54584,15.987,28640.5,39.0761,-123,13584,13599
Batch_300000609:Shower_8814,5,4,2212,15.4838,0.823207,619.9,0.00495288,1.88315,1.79986,1.00702,590.81,29996,698.98,94.1246,-inf,0,0,0,1.75414,1.64609,0.398468,500.534,30489,1393.09,-123,13599,13640
Batch_300000803:Shower_3070,5,1,7014,16.373,0.903574,606.997,0.0319702,3.10512,1.97196,1.37793,1513.78,29965.6,1542.38,55.8807,-inf,0,0,0,3.11874,1.96143,1.23743,1375.53,30401.3,1465.17,-123,13640,13689
Batch_300000803:Shower_3945,10,1,26056,16.5768,0.597293,550.252,0.0526655,1.1284,2.34634,2.15011,1868.99,28963.9,2233.4,78.2346,16.4776,0,590.657,0.0412445,1.19673,2.36532,2.0975,1764.45,29000.2,2053.69,86.708,13689,13720
Batch_300000803:Shower_8881,10,1,26056,16.7008,0.870167,561.597,0.0741943,-2.74392,1.2008,1.20343,998.895,29985.3,1070.31,82,16.7018,0,573.567,0.0731416,-2.74961,1.2034,1.20985,1000.5,29968.3,1068.97,82.9581,13720,13838
Batch_300001674:Shower_261,10,0,7014,16.7401,0.571705,579.1,0.0772803,2.67069,2.53286,1.58566,2037.12,28959.3,2037.34,82.8808,16.7734,0,615.251,0.0822827,2.64696,2.53576,1.61242,2074.46,28923.2,2073.39,84.9771,13838,13879
Batch_300001674:Shower_280,10,6,7014,16.7401,0.571523,579.1,0.0772803,2.22901,2.4806,1.94343,3030.24,26909.2,3253.53,84.5544,17.0278,0,775.829,0.148457,2.23663,2.48295,1.9706,3145.23,26668.7,3408.83,40.6345,13879,13959
Batch_300001674:Shower_1123,10,4,2212,16.5061,0.419996,715.019,0.0458566,0.797443,1.8124,2.69367,1311.31,29987.8,3027.74,96.2453,16.328,0,497.367,0.028797,0.856314,1.89142,2.64301,1450.43,30030.4,3049.31,94.5268,13959,13992
Batch_300001674:Shower_1183,5,5,2212,15.5212,0.739512,603.396,0.00456429,-1.82089,1.28798,0.879003,241.987,29999.8,314.227,99.0536,-inf,0,0,0,0.711237,0.65073,2.2549,56.9102,29404.2,48.8644,-123,13992,14052
Batch_300001674:Shower_1264,9,7,2004,15.7051,0.495845,663.681,0.00708629,1.11378,2.25881,2.44422,1021.27,29991.7,1590.24,96.7298,-inf,0,0,0,1.31873,2.38044,2.36826,901.586,29906.8,1321.36,93.943,14052,14084
Batch_300001674:Shower_1286,10,4,2004,15.7051,0.495895,663.681,0.00708629,-0.0349716,0.750298,2.32679,964.462,29992.1,1325.56,97.1374,15.7163,0,514.936,0.00700202,0.0544175,0.797667,2.36739,922.63,30029,1311.5,97.6431,14084,14116
Batch_300001674:Shower_2904,10,1,2004,16.8627,0.831934,682.432,0.116994,-2.80868,1.17399,1.12407,2133.81,28937,2365.99,43.5644,16.8536,0,666.182,0.0997273,-2.82677,1.18947,1.121,2091.33,28950.8,2322.58,52.0501,14116,14176
Batch_300001674:Shower_2926,10,1,2004,16.8627,0.831969,682.432,0.116994,3.0236,1.4211,0.999497,1936.87,29947.6,2302.51,56.3386,16.849,0,669.516,0.0988509,3.01792,1.42477,0.984315,1907.98,30012.9,2292.17,67.2051,14176,14227
Batch_300001674:Shower_2931,10,0,2004,16.8627,0.831975,682.432,0.116994,2.23548,1.91153,1.08121,2409.33,27919.3,2730.03,39.7397,16.9773,0,703.554,0.131433,2.22956,1.91691,1.09765,2448.78,27835.6,2749.86,43.3796,14227,14289
Batch_300001674:Shower_2944,10,0,2004,16.8627,0.831872,682.432,0.116994,1.78989,2.08402,1.269,2006.99,28943.6,2101.99,41.9455,16.9127,0,678.346,0.112908,1.7777,2.08823,1.25847,2016.68,28986.9,2120.26,47.3937,14289,14373
Batch_300001674:Shower_6610,10,4,2004,15.9129,0.765647,552.854,0.0119139,-1.94623,0.927778,1.27539,1052.98,28985.8,1100.66,91.4997,16.0735,0,625.718,0.0157848,-1.93635,0.924496,1.29397,1116.44,28942,1159.72,94.1462,14373,14392
Batch_300001674:Shower_6615,10,4,2004,15.9129,0.765651,552.854,0.0119139,-1.96123,0.931494,1.26642,1089.53,28985.1,1142.02,90.9166,16.283,0,848.623,0.0254126,-1.9696,0.931526,1.29989,1000.38,28927.3,1032.58,93.7657,14392,14411
Batch_300001128:Shower_5344,10,1,2212,15.4973,0.763126,565.666,0.00461838,2.64295,2.05531,1.03981,1009.32,29987,1170.48,90.8619,15.5609,0,576.567,0.00493058,2.56362,2.11369,1.08513,1063.23,29968.2,1197.35,94.4399,14411,14431
Batch_300001128:Shower_5373,10,1,7014,16.2703,0.561816,561.322,0.0277059,-1.60525,0.87553,2.32049,923.353,29992,1261.59,96.596,16.1286,0,406.467,0.0165007,-1.6252,0.870108,2.27404,876.378,30059.6,1157.99,98.1879,14431,14478
Batch_300001128:Shower_5446,10,1,2004,15.8395,0.7343,525.4,0.0111249,2.71429,2.06251,0.984214,1577.05,28969.9,1893.59,85.0393,15.8525,0,519.431,0.00959506,2.79757,1.98276,0.944196,1553.98,28984.6,1924.9,90.4397,14478,14498
Batch_300001128:Shower_6249,5,5,2004,15.6065,0.697548,900.214,0.00599866,-1.69203,1.12168,2.25581,209.937,30000.3,271.093,97.5007,-inf,0,0,0,0.758674,2.32145,1.99374,38.1352,29924.3,63.3454,-123,14498,14570
Batch_300001128:Shower_6818,10,0,2004,17.1851,0.649811,676.657,0.241144,-1.86054,0.736414,1.82565,2142.25,29786.7,2213.76,56.5274,17.4369,0,620.931,0.386986,-1.85374,0.732354,1.89176,2113.16,29556.8,2221.86,38.1745,14570,14641
Batch_300001128:Shower_6838,10,1,2004,17.1851,0.649427,676.657,0.241144,-0.799412,1.37378,2.41709,2659.86,27920.3,4013.29,41.5948,17.1708,0,600.751,0.210404,-0.793142,1.37872,2.37137,2563.33,28146.8,3689.11,64.2152,14641,14655
Batch_300001128:Shower_6842,10,0,2004,17.1851,0.649594,676.657,0.241144,-0.162402,2.05411,2.31737,2103.12,28950.2,2865.22,52.3092,17.4274,0,822.553,0.380579,-0.140784,2.06204,2.33991,2101.38,28852.1,2922.96,63.9933,14655,14706
Batch_300000698:Shower_1317,5,4,2212,16.2886,0.713787,689.915,0.0306538,2.00928,2.34255,1.48114,607.139,29996.4,609.587,94.8485,-inf,0,0,0,1.71922,1.90496,3.27939,259.349,30787.9,5533.72,-123,14706,14762
Batch_300000698:Shower_1648,10,1,2212,15.9461,0.550742,779.052,0.012315,-1.23793,0.589457,1.43467,1676.28,28973.4,1691.94,89.5718,15.8917,0,720.761,0.0102121,-1.2444,0.587342,1.43063,1666.83,28969.1,1683.81,94.1214,14762,14782
Batch_300000698:Shower_4533,10,1,2212,16.76,0.854509,634.377,0.0954168,2.85635,1.60196,1.02513,1689.28,29959.6,1976.27,71.173,16.8124,0,656.546,0.0899872,2.85545,1.60008,1.01587,1698.89,29982.6,1999.66,74.1179,14782,14838
Batch_300000698:Shower_6087,10,4,2004,15.9681,0.754628,680.356,0.0136,-1.47117,1.11655,2.14448,803.668,29992.3,956.85,90.6779,15.847,0,644.147,0.00938021,-1.50971,1.10594,2.11251,745.288,30022.5,874.951,97.2114,14838,14864
Batch_300000698:Shower_7412,10,0,26056,16.6699,0.70595,586.893,0.0653645,-0.803487,0.784113,1.59506,1531.45,28972,1531.9,81.9488,16.7963,0,686.835,0.0883432,-0.845159,0.793029,1.58779,1566.6,28905.4,1567.72,85.333,14864,14888
Batch_300000398:Shower_4373,5,4,2004,16.1043,0.808633,739.273,0.0162238,2.92889,2.0683,1.1685,542.116,29996.4,589.151,94.6265,-inf,0,0,0,2.94634,2.15096,1.85978,536.459,29045.3,524.031,-123,14888,14927
Batch_300000398:Shower_5774,10,1,7014,16.7731,0.661325,563.281,0.0875086,0.224029,1.9173,2.36138,1639.17,29970,2330.25,78.1272,16.7745,0,580.358,0.0814172,0.231541,1.92225,2.35432,1643.1,29975.1,2320.49,83.3493,14927,14978
Batch_300000398:Shower_6067,10,5,7014,15.9211,0.717199,559.687,0.0119642,-0.703161,1.89298,2.28397,1052.27,29986.8,1391.36,91.542,16.2111,0,609.003,0.0219571,-0.767641,1.84568,2.32704,1260.94,29889.1,1742.33,90.7376,14978,14995
Batch_300000398:Shower_8177,10,1,2212,16.027,0.702046,793.693,0.0135716,-2.5733,0.945887,1.04635,691.04,29994.5,798.334,93.0495,16.1165,0,817.29,0.0174415,-2.55694,0.934114,1.07154,720.118,29963.6,817.544,94.4695,14995,15052
Batch_300000398:Shower_8721,10,4,2004,16.0307,0.754323,610.128,0.0152652,-0.787197,0.86775,1.72018,1250.6,29980.5,1264.68,80.3755,15.9412,0,670.213,0.0116507,-0.614829,0.858178,1.82763,1115.77,30022.6,1143.19,89.8563,15052,15077
Batch_300001784:Shower_255,5,2,2212,16.1804,0.516016,663.502,0.0226673,-1.61028,0.550908,1.73841,1535.89,29979.7,1557.72,92.942,-inf,0,0,0,-0.428807,0.510566,2.03224,88.8921,27971.5,118.677,-123,15077,15110
Batch_300001784:Shower_4303,3,6,7014,15.5341,0.520012,477.317,0.00476959,-1.95821,0.594391,1.95036,1061.72,29989.9,1143.07,97.4178,-inf,0,0,0,-0.419272,0.0200673,0.0867209,-146.879,-165.25,-nan,-123,15110,15114
